,token,tag
94034,بیماران,O
94035,و,O
94036,زخمی‌ها,O
94037,با,O
94038,به‌کارگیری,O
94039,تکنیک‌های,O
94040,جدیدی,O
94041,همچون,O
94042,واکسیناسیون,O
94043,فعال,O
94044,علیه,O
94045,کزاز,O
94046,،,O
94047,داروهای,O
94048,سولفونامید,O
94049,و,O
94050,پنی‌سیلین,O
94051,متحول,O
94052,شد,O
94053,.,O
94054,از,O
94055,جنگ,B-EVE
94056,جهانی,I-EVE
94057,دوم,B-EVE
94058,استفاده,O
94059,از,O
94060,ددت,O
94061,در,O
94062,مقابله,O
94063,با,O
94064,پشه,O
94065,حامل,O
94066,مالاریا,O
94067,که,O
94068,در,O
94069,بیشتر,O
94070,مناطق,B-LOC
94071,حاره,I-LOC
94072,شایع,O
94073,بود,O
94074,،,O
94075,شروع,O
94076,شد,O
94077,.,O
94078,در,O
94079,طی,O
94080,ویزیت,O
94081,آگاه‌سازی,O
94082,مناسب,O
94083,بیمار,O
94084,از,O
94085,همه,O
94086,حقایق,O
94087,بخش,O
94088,مهمی,B-DAT
94089,از,O
94090,رابطه,O
94091,پزشک,O
94092,و,O
94093,بیمار,O
94094,است,O
94095,و,O
94096,به,O
94097,اعتمادسازی,O
94098,کمک,O
94099,می‌کند,O
94100,.,O
94101,این,O
94102,ترتیب,O
94103,ممکن,O
94104,است,O
94105,بسته,O
94106,به,O
94107,موضع,O
94108,معاینه,O
94109,تغییر,O
94110,کند,O
94111,برای,O
94112,نمونه,O
94113,یک,B-DAT
94114,مفصل,I-DAT
94115,را,O
94116,با,O
94117,مشاهده,O
94118,،,O
94119,لمس,O
94120,و,O
94121,حرکت,O
94122,معاینه,O
94123,می‌کنند,O
94124,.,O
94125,ممکن,O
94126,است,O
94127,در,O
94128,صورت,O
94129,ساده,O
94130,و,O
94131,مشخص,O
94132,بودن,O
94133,مشکل,O
94134,تنها,O
94135,چند,B-DAT
94136,دقیقه,I-DAT
94137,طول,O
94138,بکشد,O
94139,.,O
94140,با,O
94141,استفاده,O
94142,از,O
94143,این,O
94144,سیستم‌ها,O
94145,بیمار,O
94146,در,O
94147,کمترین,O
94148,زمان,O
94149,بهترین,O
94150,خدمات,O
94151,را,O
94152,دریافت,O
94153,می‌کند,O
94154,،,O
94155,پزشک,O
94156,تمام‌وقت,O
94157,از,O
94158,هر,O
94159,جای,O
94160,دنیا,O
94161,که,O
94162,بخواهد,O
94163,به,O
94164,بیماران,O
94165,خود,O
94166,دسترسی,O
94167,دارد,O
94168,و,O
94169,اطلاعات,O
94170,بیماران,O
94171,در,O
94172,همه,B-LOC
94173,جا,I-LOC
94174,به‌طور,O
94175,کامل,O
94176,در,O
94177,دسترس,O
94178,است,O
94179,.,O
94180,چارچوب‌های,O
94181,حقوقی,O
94182,،,O
94183,صدور,O
94184,گواهی‌نامه,O
94185,و,O
94186,بودجه‌دهی,O
94187,را,O
94188,دولت‌ها,O
94189,و,O
94190,گاهی,O
94191,در,O
94192,کنارشان,O
94193,سازمان‌های,B-ORG
94194,بین‌المللی,I-ORG
94195,همچون,O
94196,خیریه‌ها,O
94197,و,O
94198,موسسات,O
94199,مذهبی,O
94200,برقرار,O
94201,می‌کنند,O
94202,.,O
94203,طبق,O
94204,سازمان,B-ORG
94205,بهداشت,I-ORG
94206,جهانی,I-ORG
94207,در,O
94208,کنفرانس,O
94209,آلما,O
94210,آتا,O
94211,در,O
94212,۱۹۷۸,O
94213,،,O
94214,مراقبت‌های,O
94215,بهداشتی,O
94216,اولیه,O
94217,عبارتند,O
94218,از,O
94219,مراقبت‌های,O
94220,ضروری,O
94221,در‌زمینه,O
94222,سلامت,O
94223,که,O
94224,برای,O
94225,همه,O
94226,افراد,O
94227,و,O
94228,خانواده‌ها,O
94229,قابل‌دسترسی,O
94230,باشد,O
94231,.,O
94232,بر,O
94233,طبق,O
94234,سازمان,B-ORG
94235,جهانی,I-ORG
94236,بهداشت,I-ORG
94237,خدمات,O
94238,بهداشتی,O
94239,اولیه,O
94240,لازم,O
94241,است,O
94242,پوشش,O
94243,همگانی,O
94244,برای,O
94245,همه,O
94246,مردم,O
94247,داشته,O
94248,باشند,O
94249,،,O
94250,مردم,O
94251,محور,O
94252,باشند,O
94253,و,O
94254,به,O
94255,نیازهای,O
94256,مردم,O
94257,تحت,O
94258,پوشش,O
94259,بپردازند,O
94260,.,O
94261,در,O
94262,بسیاری,O
94263,کشورها,O
94264,رکن,O
94265,اصلی,O
94266,ارائه,O
94267,این,O
94268,خدمات,O
94269,پزشک,O
94270,خانواده,O
94271,هستند,O
94272,که,O
94273,در,O
94274,بیشتر,O
94275,کشورها,O
94276,پزشکان,O
94277,با,O
94278,طی,B-DAT
94279,دوره‌های,I-DAT
94280,آموزشی,O
94281,خاص,O
94282,مخصوص,O
94283,پزشکی,O
94284,خانواده,O
94285,برای,O
94286,این,O
94287,منظور,O
94288,آماده,O
94289,می‌شوند,O
94290,.,O
94291,این,O
94292,خدمات,O
94293,در,O
94294,خانه,B-LOC
94295,بهداشت,I-LOC
94296,مطب,O
94297,پزشکان,O
94298,،,O
94299,درمانگاه‌ها,O
94300,،,O
94301,آسایشگاه‌ها,O
94302,،,O
94303,مدارس,O
94304,،,O
94305,ویزیت‌های,O
94306,خانگی,O
94307,و,O
94308,سایر,O
94309,محل‌های,O
94310,نزدیک,O
94311,به,O
94312,بیمار,O
94313,ارائه,O
94314,می‌شوند,O
94315,.,O
94316,این,O
94317,شامل,O
94318,خدمات,O
94319,سرپایی,O
94320,و,O
94321,بستری,O
94322,،,O
94323,بخش,B-LOC
94324,اورژانس,I-LOC
94325,مراقبت‌های,O
94326,ویژه,O
94327,،,O
94328,جراحی‌ها,O
94329,،,O
94330,فیزیوتراپی,O
94331,زایمان,O
94332,واحد,O
94333,آندوسکوپی,O
94334,آزمایشگاه,O
94335,تشخیص,O
94336,پزشکی,O
94337,و,O
94338,خدمات,O
94339,تصویربرداری,O
94340,پزشکی,O
94341,،,O
94342,مراکز,O
94343,هاسپایس,O
94344,Hospice,O
94345,و‌غیره,O
94346,است,O
94347,.,O
94348,سازمان,B-ORG
94349,بهداشت,I-ORG
94350,جهانی,I-ORG
94351,(,O
94352,WHO,O
94353,),O
94354,یکی,O
94355,از,O
94356,آژانس‌های,O
94357,تخصصی,O
94358,سازمان,B-ORG
94359,ملل,I-ORG
94360,متحد,I-ORG
94361,است,O
94362,که,O
94363,در,B-DAT
94364,تابستان,I-DAT
94365,۱۹۴۸,I-DAT
94366,در,O
94367,ژنو,B-LOC
94368,واقع,O
94369,در,O
94370,سوییس,B-LOC
94371,آغاز,O
94372,به‌کار,O
94373,کرد,O
94374,.,O
94375,در,O
94376,ایران,O
94377,تدوین,O
94378,و,O
94379,ارائه,O
94380,سیاست‌ها,O
94381,،,O
94382,تعیین,O
94383,خط,O
94384,مشی‌ها,O
94385,و,O
94386,برنامه‌ریزی,O
94387,برای,O
94388,فعالیت‌های,O
94389,مربوط,O
94390,به,O
94391,تربیت,O
94392,نیروی,O
94393,انسانی,O
94394,گروه,O
94395,پزشکی,O
94396,،,O
94397,پژوهشی,O
94398,،,O
94399,خدمات,O
94400,بهداشتی,O
94401,درمانی,O
94402,،,O
94403,دارویی,O
94404,،,O
94405,بهزیستی,B-ORG
94406,و,O
94407,سازمان,B-ORG
94408,تامین,I-ORG
94409,اجتماعی,I-ORG
94410,ایران,I-ORG
94411,بر‌عهده,O
94412,وزارت,B-ORG
94413,بهداشت,I-ORG
94414,است,O
94415,.,O
94416,در,O
94417,ایران,O
94418,افراد,O
94419,برای,O
94420,پزشکی,O
94421,یا,O
94422,اخذ,O
94423,یکی,O
94424,از,O
94425,تخصص‌های,O
94426,پزشکی,O
94427,لازم,O
94428,است,O
94429,پس,O
94430,از,O
94431,اخذ,O
94432,دیپلم,O
94433,یا,O
94434,مدرک,O
94435,پیش‌دانشگاهی,O
94436,در,O
94437,ابتدا,O
94438,دوره,B-DAT
94439,هفت,I-DAT
94440,ساله,O
94441,دکتری,O
94442,حرفه‌ای,O
94443,را,O
94444,بگذرانند,O
94445,،,O
94446,شامل,O
94447,سه,B-DAT
94448,دوره,I-DAT
94449,علوم,O
94450,پایه,O
94451,،,O
94452,کارآموزی,O
94453,و,O
94454,کارورزی,O
94455,که,O
94456,در‌نهایت,O
94457,به,O
94458,عنوان,O
94459,پزشک,O
94460,عمومی,O
94461,شناخته,O
94462,می‌شوند,O
94463,.,O
94464,هر,O
94465,پزشک,O
94466,عمومی,O
94467,پس,B-DAT
94468,از,I-DAT
94469,چند,I-DAT
94470,سال,I-DAT
94471,تحصیل,O
94472,در,O
94473,یکی,O
94474,از,O
94475,رشته‌های,O
94476,تخصصی,O
94477,به,O
94478,عنوان,O
94479,متخصص,O
94480,آن,O
94481,رشته,O
94482,پزشکی,O
94483,شناخته,O
94484,می‌شود,O
94485,.,O
94486,هر,O
94487,متخصص,O
94488,یکی,O
94489,از,O
94490,رشته‌های,O
94491,تخصصی,O
94492,پزشکی,O
94493,پس,O
94494,از,O
94495,گذراندن,O
94496,دو,O
94497,تا,B-DAT
94498,سه,I-DAT
94499,سال,I-DAT
94500,دیگر,O
94501,به,O
94502,عنوان,O
94503,فوق‌تخصص,O
94504,یک‌رشته,O
94505,زیرگروه,O
94506,آن,O
94507,رشته,O
94508,تخصصی,O
94509,شناخته,O
94510,می‌شود,O
94511,.,O
94512,برنامه,O
94513,دوره,O
94514,دکتری,O
94515,عمومی,O
94516,پزشکی,B-ORG
94517,در,I-ORG
94518,ایران,I-ORG
94519,شامل,O
94520,چندین,O
94521,مرحله,O
94522,است,O
94523,که,O
94524,در,O
94525,تمامی,O
94526,دانشگاه‌های,O
94527,علوم,O
94528,پزشکی,O
94529,کشور,O
94530,به,O
94531,یک‌شکل,O
94532,اجرا,O
94533,می‌شود,O
94534,.,O
94535,طبق,O
94536,قوانین,O
94537,ایران,O
94538,حداقل,O
94539,سنوات,O
94540,تحصیلی,O
94541,مجاز,O
94542,جهت,O
94543,تحصیل,O
94544,در,O
94545,دوره,O
94546,دکتری,O
94547,عمومی,O
94548,پزشکی,O
94549,۷,B-DAT
94550,سال,I-DAT
94551,و,O
94552,حداکثر,O
94553,۱۰,B-DAT
94554,سال,I-DAT
94555,است,O
94556,.,O
94557,مرکز,O
94558,اخلاق,O
94559,و,O
94560,حیات,O
94561,مرکز,O
94562,هاستینگز,O
94563,)،,O
94564,موسسه,O
94565,کندی,O
94566,مرکز,O
94567,اخلاق,O
94568,زیستی,O
94569,دانشگاه,B-ORG
94570,جرج,I-ORG
94571,تاون,I-ORG
94572,و,O
94573,مجلاتی,O
94574,همچون,O
94575,فلسفه,O
94576,و,O
94577,پزشکی,O
94578,(,O
94579,مجله,O
94580,),O
94581,و,O
94582,پزشکی,O
94583,نظری,O
94584,(,O
94585,مجله,O
94586,),O
94587,و,O
94588,اخلاق,O
94589,پزشکی,O
94590,(,O
94591,مجله,O
94592,),O
94593,طلایه,O
94594,داران,O
94595,آن,O
94596,بودند,O
94597,.,O
94598,در,O
94599,ایران,O
94600,صدور,O
94601,پروانه,O
94602,طبابت,O
94603,و,O
94604,سایر,O
94605,تخصص‌های,O
94606,بهداشتی,O
94607,از,O
94608,وظایف,O
94609,وزارت,B-ORG
94610,بهداری,I-ORG
94611,است,O
94612,.,O
94613,از‌طرف‌دیگر,O
94614,رسیدگی,O
94615,به,O
94616,شکایت‌های,O
94617,مربوط,O
94618,به,O
94619,امور,O
94620,پزشکی,B-ORG
94621,در,I-ORG
94622,ایران,I-ORG
94623,بسته,O
94624,به,O
94625,نوع,O
94626,شکایت,O
94627,طبق,O
94628,قانون,O
94629,اصلاح,O
94630,مقررات,O
94631,امور,O
94632,پزشکی,O
94633,و,O
94634,دارویی,O
94635,(,O
94636,۲۹,B-DAT
94637,فروردین,I-DAT
94638,۱۳۷۴,I-DAT
94639,),O
94640,می‌تواند,O
94641,در,O
94642,صلاحیت,O
94643,دادگاه‌های,O
94644,عمومی,O
94645,یا,O
94646,دادگاه‌های,B-LOC
94647,انقلاب,I-LOC
94648,اسلامی,I-LOC
94649,باشد,O
94650,،,O
94651,اما,O
94652,رسیدگی,O
94653,به,O
94654,بیشتر,O
94655,شکایت,O
94656,در,O
94657,صلاحیت,O
94658,سازمان,O
94659,تعزیرات,O
94660,حکومتی,O
94661,است,O
94662,.,O
94663,اکثریت,O
94664,منابع,O
94665,پزشکی,O
94666,و,O
94667,درمان‌ها,O
94668,در,O
94669,کشورهای,O
94670,ثروتمند,O
94671,و,O
94672,با,O
94673,شیوع,O
94674,پایین,O
94675,بیماری‌ها,O
94676,به,O
94677,خصوص,O
94678,نیمکره,B-LOC
94679,غربی,I-LOC
94680,متمرکز,O
94681,شده‌اند,O
94682,.,O
94683,در,O
94684,یک,O
94685,متاآنالیز,O
94686,در,B-DAT
94687,سال,I-DAT
94688,۲۰۰۰,I-DAT
94689,که,O
94690,این,O
94691,روش‌ها,O
94692,در,O
94693,پزشکی,O
94694,و,O
94695,روانشناسی,O
94696,مورد,O
94697,مقایسه,O
94698,قرار,O
94699,گرفتند,O
94700,به‌طور,O
94701,کلی,O
94702,روش‌های,O
94703,مکانیکی,O
94704,و,O
94705,آماری,O
94706,در,O
94707,بیشتر,O
94708,موارد,O
94709,و,O
94710,نه,O
94711,همه,O
94712,موارد,O
94713,برتری,O
94714,داشتند,O
94715,.,O
94716,بزرگترین,O
94717,و,O
94718,پرافتخارترین,O
94719,جایزه,O
94720,جهانی,O
94721,در‌زمینه,O
94722,پزشکی,O
94723,جایزه,B-EVE
94724,نوبل,I-EVE
94725,فیزیولوژی,I-EVE
94726,و,I-EVE
94727,پزشکی,I-EVE
94728,است,O
94729,که,O
94730,سومین,O
94731,جایزه‌ای,O
94732,است,O
94733,که,O
94734,آلفرد,B-PER
94735,نوبل,I-PER
94736,در,O
94737,وصیت‌نامه‌اش,O
94738,از,O
94739,آن,O
94740,نام,O
94741,برد,O
94742,.,O
94743,اولین,O
94744,جایزه,B-EVE
94745,نوبل,I-EVE
94746,در,O
94747,پزشکی,O
94748,و,O
94749,فیزیولوژی,O
94750,به,O
94751,امیل,O
94752,فون,O
94753,براون,O
94754,به,O
94755,علت,O
94756,درمان,O
94757,با,O
94758,سرم,O
94759,اهدا,O
94760,شد,O
94761,.,O
94762,در,O
94763,سال‌های,O
94764,بعد,O
94765,هم,O
94766,بسیاری,O
94767,از,O
94768,اکتشافات,O
94769,بزرگ,O
94770,در‌زمینه,O
94771,پزشکی,O
94772,،,O
94773,همچون,O
94774,کشف,O
94775,پنی‌سیلین,O
94776,،,O
94777,مهندسی,O
94778,ژنتیک,O
94779,و,O
94780,گروه‌های,O
94781,خونی,O
94782,به,O
94783,دریافت,O
94784,جایزه,B-EVE
94785,نوبل,I-EVE
94786,منجر,O
94787,شده‌است,O
94788,.,O
94789,در,O
94790,ایران,O
94791,بزرگترین,O
94792,جایزه,O
94793,پزشکی,O
94794,را,O
94795,جشنواره,O
94796,تحقیقاتی,O
94797,علوم,O
94798,پزشکی,O
94799,رازی,O
94800,اهدا,O
94801,می‌کند,O
94802,که,O
94803,از,B-DAT
94804,سال,I-DAT
94805,۱۳۷۴,I-DAT
94806,هر‌ساله,O
94807,توسط,O
94808,وزارت,B-ORG
94809,بهداشت,I-ORG
94810,برگزار,O
94811,می‌شود,O
94812,.,O
94813,آغاز,O
94814,روان‌شناسی,O
94815,به,O
94816,شکل,O
94817,علمی,O
94818,و,O
94819,آکادمیک,O
94820,،,O
94821,به,O
94822,اواخر,B-DAT
94823,قرن,I-DAT
94824,هفدهم,I-DAT
94825,و,O
94826,اوایل,B-DAT
94827,قرن,I-DAT
94828,هجدهم,I-DAT
94829,بازمی‌گردد,O
94830,می‌توان,O
94831,گفت,O
94832,اکتشافات,O
94833,و,O
94834,تحقیقات,O
94835,قابل‌توجه,O
94836,در,O
94837,روان‌شناسی,O
94838,،,O
94839,تنها,O
94840,از,O
94841,حدود,O
94842,۱۵۰,B-DAT
94843,سال,I-DAT
94844,پیش,O
94845,شروع,O
94846,شده‌است,O
94847,و,O
94848,این,O
94849,درحالی,O
94850,است,O
94851,که,O
94852,علوم,B-ORG
94853,تجربی,I-ORG
94854,دیگر,O
94855,از,O
94856,تاریخچه‌ای,O
94857,بلندتر,O
94858,و,O
94859,پربارتر,O
94860,برخوردارند,O
94861,.,O
94862,با,O
94863,توسعه,O
94864,رفتارگرایی,O
94865,در‌آغاز,O
94866,قرن,B-DAT
94867,حاضر,O
94868,و,O
94869,تاکید,O
94870,آن,O
94871,بر,O
94872,مطالعه,O
94873,انحصاری,O
94874,پدیده‌های,O
94875,قابل,O
94876,اندازه‌گیری,O
94877,عینی,O
94878,،,O
94879,روان‌شناسی,O
94880,به,O
94881,عنوان,O
94882,بررسی,O
94883,رفتار,O
94884,تعریف,O
94885,شد,O
94886,.,O
94887,از,B-DAT
94888,سال,I-DAT
94889,۱۹۳۰,I-DAT
94890,تا,O
94891,۱۹۶۰,O
94892,در,O
94893,بسیاری,O
94894,از,O
94895,کتاب‌ها,O
94896,درسی,O
94897,روان‌شناسی,O
94898,همین,O
94899,تعریف,O
94900,ارائه,O
94901,می‌شد,O
94902,.,O
94903,هیلگارد,O
94904,،,O
94905,۱۹۸۳,O
94906,،,O
94907,ترجمه,O
94908,محمد,B-PER
94909,نقی,I-PER
94910,براهنی,I-PER
94911,و,O
94912,همکاران,O
94913,،,O
94914,۱۳۶۶,O
94915,،,O
94916,چاپ,O
94917,هفتم,O
94918,،,O
94919,انتشارات,O
94920,رشد,O
94921,،,O
94922,تهران,O
94923,،,O
94924,صفحه,O
94925,۳۵,O
94926,.,O
94927,ساختارگرایی,O
94928,اشاره,O
94929,به,O
94930,تئوری,O
94931,آگاهی,O
94932,دارد,O
94933,که,O
94934,توسط,O
94935,ویلهلم,B-PER
94936,وونت,I-PER
94937,مطرح,O
94938,شد,O
94939,.,O
94940,در,B-DAT
94941,سال,I-DAT
94942,۱۸۷۹,I-DAT
94943,شخصی,O
94944,بنام,O
94945,ویلهلم,B-PER
94946,وونت,I-PER
94947,که,O
94948,به,O
94949,پدر,O
94950,روان‌شناسی,O
94951,آزمایشی,O
94952,نیز,O
94953,معروف,O
94954,است,O
94955,),O
94956,اقدام,O
94957,به,O
94958,تاسیس,O
94959,یک,O
94960,آزمایشگاه,O
94961,در,O
94962,دانشگاه,O
94963,شهر,O
94964,لایپزیک,B-LOC
94965,آلمان,O
94966,نمود,O
94967,که,O
94968,تمرکز,O
94969,اصلی,O
94970,آن,O
94971,بر,O
94972,مطالعات,O
94973,روان‌شناسی,O
94974,قرار,O
94975,داشت,O
94976,.,O
94977,مطالعات,O
94978,ویلهلم,B-PER
94979,وونت,I-PER
94980,بر,O
94981,شکست,O
94982,ساختار,O
94983,جز,O
94984,به,O
94985,جز,O
94986,فرایندهای,O
94987,ذهنی,O
94988,متمرکز,O
94989,بود,O
94990,.,O
94991,این,O
94992,رویکرد,O
94993,به,O
94994,شدت,O
94995,تحت,O
94996,تاثیر,O
94997,کار,O
94998,و,O
94999,مطالعات,O
95000,فیلسوف,O
95001,،,O
95002,دانشمند,O
95003,و,O
95004,روان‌شناس,O
95005,آمریکایی,O
95006,بنام,O
95007,ویلیام,B-PER
95008,جیمز,I-PER
95009,استوار,O
95010,بود,O
95011,.,O
95012,در,B-DAT
95013,سال,I-DAT
95014,۱۸۹۰,I-DAT
95015,ویلیام,B-PER
95016,جیمز,I-PER
95017,درکتاب,O
95018,خود,O
95019,با,O
95020,نام,O
95021,اصول,O
95022,روان‌شناسی,O
95023,به,O
95024,بسیاری,O
95025,از,O
95026,پرسشهای,O
95027,مطرح‌شده,O
95028,در,O
95029,باب,O
95030,بنیادهای,O
95031,روان‌شناسی,O
95032,که,O
95033,تا,O
95034,سال‌ها,O
95035,بعد,O
95036,توسط,O
95037,روان‌شناسان,O
95038,مطرح,O
95039,می‌شدند,O
95040,،,O
95041,پاسخ,O
95042,داد,O
95043,.,O
95044,از,O
95045,دیگر,O
95046,محققان,O
95047,مکتب,O
95048,کارکردگرایی,O
95049,می‌توان,O
95050,به,O
95051,جان,B-PER
95052,دیویی,I-PER
95053,و,O
95054,هاروی,O
95055,کار,O
95056,اشاره,O
95057,کرد,O
95058,.,O
95059,همچنین,O
95060,می‌بایست,O
95061,به,O
95062,دانشمند,O
95063,آلمانی,O
95064,بنام,O
95065,هرمان,B-PER
95066,ابینگ,I-PER
95067,هاوس,I-PER
95068,اشاره,O
95069,کرد,O
95070,.,O
95071,وی,O
95072,در,O
95073,این,O
95074,مطالعات,O
95075,که,O
95076,در,O
95077,دانشگاه,B-ORG
95078,برلین,I-ORG
95079,انجام,O
95080,می‌گرفت,O
95081,،,O
95082,مدل,O
95083,روش,O
95084,تحقیق,O
95085,کمی,O
95086,درباره,O
95087,یادگیری,O
95088,و,O
95089,فراموشی,O
95090,را,O
95091,ارائه,O
95092,کرد,O
95093,.,O
95094,اما,O
95095,در,B-DAT
95096,سالهای,I-DAT
95097,ابتدایی,I-DAT
95098,دهه,I-DAT
95099,۱۹۵۰,I-DAT
95100,میلادی,I-DAT
95101,تمامی,O
95102,تکنیک‌های,O
95103,بکارگرفته,O
95104,شده,O
95105,و,O
95106,توسعه‌یافته,O
95107,شده,O
95108,توسط,O
95109,ویلهلم,B-PER
95110,وونت,I-PER
95111,ویلیام,B-PER
95112,جیمز,I-PER
95113,جان,B-PER
95114,دیویی,I-PER
95115,هرمان,B-PER
95116,ابینگ,I-PER
95117,هاوس,I-PER
95118,و,O
95119,بقیه,O
95120,این,O
95121,دسته,O
95122,از,O
95123,دانشمندان,O
95124,تخت,O
95125,عنوان,O
95126,روان‌شناسی,O
95127,آزمایشی,O
95128,که,O
95129,به,O
95130,شدت,O
95131,به,O
95132,دسته‌های,O
95133,اطلاعات,O
